#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-02T18:27:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5dbdc9ad607b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=22	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/810/71&tab:{J/ApJ/810/71/table3}&key:source=J/ApJ/810/71&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/71/table3
#-order=I
#-out=ID
#-out=HRG14
#-out=RAJ2000
#-out=DEJ2000
#-out=zphot
#-out=b_zphot
#-out=B_zphot
#-out=1500Mag
#-out=b_1500Mag
#-out=B_1500Mag
#

#RESOURCE=yCat_18100071
#Name: J/ApJ/810/71
#Title: UV mag of candidate galaxies at 3~<z~<8.5 (Finkelstein+, 2015)
#Table	J_ApJ_810_71_table3:
#Name: J/ApJ/810/71/table3
#Title: Catalog of candidate galaxies at 3.5~<z~<8.5
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	ID	(a19)	Catalog identifier	[ucd=meta.id]
#Column	HRG14	(A25)	IAU designation (JHHMMSS.ss+DDMMSS.s) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	zphot	(F5.2)	[2.8/8.4] Photometric redshift	[ucd=src.redshift]
#Column	b_zphot	(F5.2)	[0.2/8] Lower 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	B_zphot	(F5.2)	[3.5/9.7] Upper 68% confidence boundary in zphot	[ucd=stat.fit.param]
#Column	1500Mag	(F6.2)	[-22.8/-15.4] Absolute AB magnitude at 1500 Angstroms	[ucd=phys.magAbs]
#Column	b_1500Mag	(F6.2)	[-23/-16] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
#Column	B_1500Mag	(F6.2)	[-22.7/-15] Lower 68% confidence boundary in 1500Mag	[ucd=stat.fit.param]
_RAJ2000;_DEJ2000;ID;HRG14;RAJ2000;DEJ2000;zphot;b_zphot;B_zphot;1500Mag;b_1500Mag;B_1500Mag
053.13205000;-27.75280611;z4_GSD_2449        ;HRG14 J033231.69-274510.1;053.132050;-27.752806; 4.17; 4.01; 4.30;-20.69;-20.79;-20.59
053.10543389;-27.86786500;z4_GSD_35066       ;HRG14 J033225.30-275204.3;053.105434;-27.867865; 4.17; 3.88; 4.32;-19.47;-19.59;-19.32
053.16583306;-27.73996694;z4_GSD_717         ;HRG14 J033239.80-274423.9;053.165833;-27.739967; 4.17; 3.96; 4.33;-19.59;-19.71;-19.45
053.06111889;-27.87582611;z4_GSD_35913       ;HRG14 J033214.67-275233.0;053.061119;-27.875826; 4.17; 3.93; 4.28;-20.86;-20.99;-20.79
053.06788306;-27.87450611;z4_GSD_35809       ;HRG14 J033216.29-275228.2;053.067883;-27.874506; 4.17; 3.65; 4.30;-19.90;-19.97;-19.54
053.05155611;-27.80580111;z4_GSD_18183       ;HRG14 J033212.37-274820.9;053.051556;-27.805801; 4.18; 2.12; 4.38;-18.84;-18.95;-18.23
053.05411500;-27.86026000;z4_GSD_34009       ;HRG14 J033212.99-275136.9;053.054115;-27.860260; 4.18; 0.60; 4.45;-18.94;-19.10;-18.46
053.14155611;-27.81937389;z4_GSD_22526       ;HRG14 J033233.97-274909.7;053.141556;-27.819374; 4.18; 3.78; 4.39;-19.17;-19.27;-18.92
053.15047500;-27.83135806;z4_GSD_26417       ;HRG14 J033236.11-274952.9;053.150475;-27.831358; 4.18; 0.82; 4.32;-18.83;-19.02;-18.46
053.09182389;-27.75812889;z4_GSD_3576        ;HRG14 J033222.04-274529.3;053.091824;-27.758129; 4.18; 3.64; 4.32;-19.71;-19.79;-19.43
053.21235694;-27.82146306;z4_GSD_23178       ;HRG14 J033250.97-274917.3;053.212357;-27.821463; 4.18; 3.67; 4.36;-19.07;-19.19;-18.79
053.21107111;-27.78757111;z4_GSD_12224       ;HRG14 J033250.66-274715.3;053.211071;-27.787571; 4.18; 4.02; 4.29;-20.51;-20.54;-20.33
053.12688111;-27.83037000;z4_GSD_26074       ;HRG14 J033230.45-274949.3;053.126881;-27.830370; 4.18; 0.58; 4.33;-19.39;-19.47;-18.97
053.04732500;-27.77146306;z4_GSD_6852        ;HRG14 J033211.36-274617.3;053.047325;-27.771463; 4.18; 3.65; 4.33;-19.56;-19.65;-19.27
053.14941000;-27.75664889;z4_GSD_3242        ;HRG14 J033235.86-274523.9;053.149410;-27.756649; 4.18; 1.16; 4.40;-18.98;-19.12;-18.67
053.08995806;-27.85231000;z4_GSD_32282       ;HRG14 J033221.59-275108.3;053.089958;-27.852310; 4.18; 0.63; 4.46;-19.77;-19.99;-19.38
053.09334194;-27.78994611;z4_GSD_13003       ;HRG14 J033222.40-274723.8;053.093342;-27.789946; 4.18; 3.91; 4.36;-19.23;-19.33;-19.01
053.10829194;-27.79865306;z4_GSD_15867       ;HRG14 J033225.99-274755.1;053.108292;-27.798653; 4.19; 0.62; 4.38;-20.68;-20.83;-20.50
053.19269194;-27.81305111;z4_GSD_20508       ;HRG14 J033246.25-274847.0;053.192692;-27.813051; 4.19; 4.05; 4.26;-21.31;-21.38;-21.21
053.09735111;-27.80042611;z4_GSD_16472       ;HRG14 J033223.36-274801.5;053.097351;-27.800426; 4.19; 3.73; 4.39;-19.48;-19.65;-19.26
053.21101000;-27.81486889;z4_GSD_21115       ;HRG14 J033250.64-274853.5;053.211010;-27.814869; 4.19; 3.80; 4.47;-19.16;-19.29;-18.90
053.20521500;-27.79884500;z4_GSD_16069       ;HRG14 J033249.25-274755.8;053.205215;-27.798845; 4.19; 3.79; 4.41;-18.96;-19.10;-18.75
053.11919389;-27.83510194;z4_GSD_27698       ;HRG14 J033228.61-275006.4;053.119194;-27.835102; 4.19; 3.50; 4.39;-18.85;-19.06;-18.61
053.16499694;-27.82241389;z4_GSD_23467       ;HRG14 J033239.60-274920.7;053.164997;-27.822414; 4.19; 0.49; 4.34;-18.31;-18.44;-17.90
053.06472000;-27.76463889;z4_GSD_5026        ;HRG14 J033215.53-274552.7;053.064720;-27.764639; 4.19; 3.88; 4.35;-19.70;-19.75;-19.43
053.07872806;-27.83702889;z4_GSD_28337       ;HRG14 J033218.89-275013.3;053.078728;-27.837029; 4.20; 0.74; 4.45;-18.76;-18.92;-18.39
053.03481306;-27.77620500;z4_GSD_8343        ;HRG14 J033208.36-274634.3;053.034813;-27.776205; 4.20; 3.70; 4.31;-19.42;-19.45;-19.07
053.14200611;-27.79741306;z4_GSD_15461       ;HRG14 J033234.08-274750.7;053.142006;-27.797413; 4.20; 4.00; 4.29;-20.17;-20.21;-19.97
053.11617306;-27.78220611;z4_GSD_10312       ;HRG14 J033227.88-274655.9;053.116173;-27.782206; 4.20; 3.87; 4.35;-19.99;-20.11;-19.79
053.08897000;-27.86007500;z4_GSD_33882       ;HRG14 J033221.35-275136.3;053.088970;-27.860075; 4.21; 0.68; 4.52;-19.04;-19.27;-18.58
053.10234500;-27.85755000;z4_GSD_33407       ;HRG14 J033224.56-275127.2;053.102345;-27.857550; 4.21; 0.46; 4.37;-19.72;-19.93;-19.53
053.14896806;-27.80250889;z4_GSD_17110       ;HRG14 J033235.75-274809.0;053.148968;-27.802509; 4.21; 3.81; 4.30;-20.27;-20.25;-19.96
053.10697611;-27.85934389;z4_GSD_33794       ;HRG14 J033225.67-275133.6;053.106976;-27.859344; 4.21; 0.73; 4.72;-18.00;-18.45;-17.48
053.17255000;-27.74300389;z4_GSD_1027        ;HRG14 J033241.41-274434.8;053.172550;-27.743004; 4.21; 3.59; 4.35;-19.96;-20.01;-19.67
053.06885889;-27.87713389;z4_GSD_36024       ;HRG14 J033216.53-275237.7;053.068859;-27.877134; 4.21; 4.00; 4.31;-20.26;-20.28;-20.06
053.05231500;-27.80939500;z4_GSD_19330       ;HRG14 J033212.56-274833.8;053.052315;-27.809395; 4.21; 0.88; 4.41;-18.82;-18.89;-18.36
053.08181000;-27.84353306;z4_GSD_30178       ;HRG14 J033219.63-275036.7;053.081810;-27.843533; 4.21; 3.69; 4.40;-19.64;-19.82;-19.37
053.09994500;-27.83843000;z4_GSD_28740       ;HRG14 J033223.99-275018.3;053.099945;-27.838430; 4.21; 4.03; 4.32;-20.43;-20.47;-20.22
053.11434194;-27.77150500;z4_GSD_6865        ;HRG14 J033227.44-274617.4;053.114342;-27.771505; 4.21; 3.96; 4.33;-19.71;-19.80;-19.51
053.15052000;-27.82343694;z4_GSD_23551       ;HRG14 J033236.12-274924.4;053.150520;-27.823437; 4.22; 4.00; 4.36;-20.04;-20.18;-19.93
053.10768889;-27.85696389;z4_GSD_33316       ;HRG14 J033225.85-275125.1;053.107689;-27.856964; 4.22; 3.95; 4.33;-19.99;-20.09;-19.84
053.15069194;-27.82852611;z4_GSD_25478       ;HRG14 J033236.17-274942.7;053.150692;-27.828526; 4.22; 3.98; 4.43;-19.07;-19.20;-18.77
053.15002111;-27.80244389;z4_GSD_17111       ;HRG14 J033236.00-274808.8;053.150021;-27.802444; 4.22; 0.75; 4.42;-18.78;-18.92;-18.38
053.16662611;-27.80708111;z4_GSD_18584       ;HRG14 J033239.99-274825.5;053.166626;-27.807081; 4.22; 0.55; 4.31;-18.67;-18.75;-18.17
053.21038806;-27.81936500;z4_GSD_22503       ;HRG14 J033250.49-274909.7;053.210388;-27.819365; 4.22; 4.05; 4.34;-20.48;-20.58;-20.31
053.18357111;-27.79440694;z4_GSD_14489       ;HRG14 J033244.06-274739.9;053.183571;-27.794407; 4.22; 0.64; 4.70;-19.10;-19.53;-18.75
053.21204000;-27.80671306;z4_GSD_19987       ;HRG14 J033250.89-274824.2;053.212040;-27.806713; 4.22; 3.96; 4.45;-20.01;-20.09;-19.70
053.06327111;-27.87539111;z4_GSD_35891       ;HRG14 J033215.18-275231.4;053.063271;-27.875391; 4.22; 0.65; 4.41;-18.31;-18.59;-17.78
053.16453611;-27.82316194;z4_GSD_23671       ;HRG14 J033239.49-274923.4;053.164536;-27.823162; 4.22; 3.86; 4.33;-19.35;-19.52;-19.24
053.08453389;-27.86891000;z4_GSD_35219       ;HRG14 J033220.29-275208.1;053.084534;-27.868910; 4.22; 0.78; 4.42;-18.65;-18.91;-18.20
053.23192194;-27.82000889;z4_GSD_22732       ;HRG14 J033255.66-274912.0;053.231922;-27.820009; 4.23; 1.17; 4.48;-19.10;-19.27;-18.74
053.19784500;-27.80106694;z4_GSD_16716       ;HRG14 J033247.48-274803.8;053.197845;-27.801067; 4.23; 3.92; 4.39;-19.66;-19.69;-19.30
053.10357694;-27.86426889;z4_GSD_34565       ;HRG14 J033224.86-275151.4;053.103577;-27.864269; 4.23; 3.80; 4.37;-19.68;-19.73;-19.40
053.02027889;-27.78668611;z4_GSD_11911       ;HRG14 J033204.87-274712.1;053.020279;-27.786686; 4.23; 0.67; 4.56;-18.83;-19.05;-18.26
053.07897889;-27.81574194;z4_GSD_21372       ;HRG14 J033218.96-274856.7;053.078979;-27.815742; 4.23; 0.61; 4.37;-19.36;-19.49;-18.91
053.18072500;-27.74575611;z4_GSD_1361        ;HRG14 J033243.37-274444.7;053.180725;-27.745756; 4.23; 0.63; 4.41;-19.48;-19.62;-19.19
053.19115806;-27.84063306;z4_GSD_29397       ;HRG14 J033245.88-275026.3;053.191158;-27.840633; 4.23; 1.45; 5.00;-17.27;-17.75;-16.14
053.10223806;-27.79321889;z4_GSD_14116       ;HRG14 J033224.54-274735.6;053.102238;-27.793219; 4.23; 4.05; 4.39;-19.41;-19.49;-19.20
053.08202000;-27.85985611;z4_GSD_33847       ;HRG14 J033219.68-275135.5;053.082020;-27.859856; 4.23; 0.93; 4.50;-19.23;-19.36;-18.54
053.10654111;-27.85282889;z4_GSD_32404       ;HRG14 J033225.57-275110.2;053.106541;-27.852829; 4.23; 3.72; 4.33;-20.32;-20.37;-20.08
053.10279806;-27.81320194;z4_GSD_20580       ;HRG14 J033224.67-274847.5;053.102798;-27.813202; 4.24; 0.60; 4.39;-19.26;-19.34;-18.74
053.13922889;-27.85263389;z4_GSD_32368       ;HRG14 J033233.41-275109.5;053.139229;-27.852634; 4.24; 0.85; 4.63;-17.99;-18.39;-17.39
053.12816611;-27.82349611;z4_GSD_23812       ;HRG14 J033230.76-274924.6;053.128166;-27.823496; 4.24; 3.97; 4.45;-19.17;-19.31;-18.94
053.11736306;-27.77037806;z4_GSD_6552        ;HRG14 J033228.17-274613.4;053.117363;-27.770378; 4.24; 1.34; 4.57;-18.58;-18.98;-18.15
053.05958889;-27.81677194;z4_GSD_21686       ;HRG14 J033214.30-274900.4;053.059589;-27.816772; 4.24; 0.69; 4.51;-19.27;-19.52;-18.97
053.10851694;-27.81473500;z4_GSD_21054       ;HRG14 J033226.04-274853.0;053.108517;-27.814735; 4.24; 0.70; 4.75;-18.26;-18.69;-17.56
053.07117111;-27.85505694;z4_GSD_32891       ;HRG14 J033217.08-275118.2;053.071171;-27.855057; 4.24; 3.75; 4.37;-19.42;-19.53;-19.11
053.10469389;-27.76367806;z4_GSD_4808        ;HRG14 J033225.13-274549.2;053.104694;-27.763678; 4.24; 0.79; 4.34;-18.62;-18.77;-17.89
053.16480611;-27.74977306;z4_GSD_1938        ;HRG14 J033239.55-274459.2;053.164806;-27.749773; 4.24; 3.25; 4.45;-18.77;-18.92;-18.44
053.17824611;-27.82146611;z4_GSD_23117       ;HRG14 J033242.78-274917.3;053.178246;-27.821466; 4.24; 4.08; 4.34;-20.44;-20.53;-20.32
053.06417500;-27.80786500;z4_GSD_18539       ;HRG14 J033215.40-274828.3;053.064175;-27.807865; 4.25; 0.54; 4.47;-19.93;-20.18;-19.73
053.10895889;-27.75697694;z4_GSD_3331        ;HRG14 J033226.15-274525.1;053.108959;-27.756977; 4.25; 3.54; 4.45;-19.25;-19.41;-18.93
053.05991000;-27.84470611;z4_GSD_30492       ;HRG14 J033214.38-275040.9;053.059910;-27.844706; 4.25; 3.91; 4.34;-20.00;-20.05;-19.83
053.12736500;-27.78517306;z4_GSD_11357       ;HRG14 J033230.57-274706.6;053.127365;-27.785173; 4.25; 0.71; 4.42;-18.54;-18.59;-17.88
053.10902806;-27.86960194;z4_GSD_35297       ;HRG14 J033226.17-275210.6;053.109028;-27.869602; 4.25; 0.70; 4.44;-18.91;-19.18;-18.52
053.09280000;-27.80120806;z4_GSD_16724       ;HRG14 J033222.27-274804.4;053.092800;-27.801208; 4.25; 3.30; 4.40;-18.99;-19.47;-18.47
053.06104306;-27.86004306;z4_GSD_33875       ;HRG14 J033214.65-275136.2;053.061043;-27.860043; 4.25; 0.62; 4.43;-19.75;-19.88;-19.55
053.06084111;-27.80992111;z4_GSD_19490       ;HRG14 J033214.60-274835.7;053.060841;-27.809921; 4.25; 3.90; 4.39;-19.48;-19.57;-19.33
053.14394000;-27.76501806;z4_GSD_5099        ;HRG14 J033234.55-274554.1;053.143940;-27.765018; 4.25; 0.58; 4.34;-20.40;-20.47;-19.95
053.02914000;-27.79250000;z4_GSD_13886       ;HRG14 J033206.99-274733.0;053.029140;-27.792500; 4.25; 4.04; 4.42;-19.61;-19.72;-19.41
053.15488111;-27.75772694;z4_GSD_3476        ;HRG14 J033237.17-274527.8;053.154881;-27.757727; 4.25; 4.01; 4.37;-19.73;-19.74;-19.51
053.10912694;-27.81103306;z4_GSD_19862       ;HRG14 J033226.19-274839.7;053.109127;-27.811033; 4.26; 0.58; 5.10;-18.73;-19.26;-18.49
053.02863306;-27.80513389;z4_GSD_17991       ;HRG14 J033206.87-274818.5;053.028633;-27.805134; 4.26; 3.36; 4.41;-18.74;-18.87;-18.41
053.03529694;-27.82589500;z4_GSD_24606       ;HRG14 J033208.47-274933.2;053.035297;-27.825895; 4.26; 0.62; 4.48;-18.47;-18.55;-17.84
053.08415194;-27.77729000;z4_GSD_8677        ;HRG14 J033220.20-274638.2;053.084152;-27.777290; 4.26; 0.54; 4.55;-19.01;-19.25;-18.44
053.15279389;-27.83107806;z4_GSD_26307       ;HRG14 J033236.67-274951.9;053.152794;-27.831078; 4.26; 3.84; 4.38;-20.46;-20.54;-20.18
053.01565889;-27.78164694;z4_GSD_10153       ;HRG14 J033203.76-274653.9;053.015659;-27.781647; 4.26; 0.99; 4.42;-17.85;-18.21;-17.14
053.09959000;-27.80217694;z4_GSD_17002       ;HRG14 J033223.90-274807.8;053.099590;-27.802177; 4.26; 4.11; 4.37;-20.65;-20.69;-20.48
053.11329694;-27.80291694;z4_GSD_17272       ;HRG14 J033227.19-274810.5;053.113297;-27.802917; 4.27; 3.99; 4.44;-19.64;-19.74;-19.36
053.02746194;-27.79567500;z4_GSD_14930       ;HRG14 J033206.59-274744.4;053.027462;-27.795675; 4.27; 3.49; 4.42;-19.11;-19.24;-18.76
053.22358694;-27.82062306;z4_GSD_22896       ;HRG14 J033253.66-274914.2;053.223587;-27.820623; 4.27; 3.86; 4.46;-19.60;-19.76;-19.37
053.07433306;-27.82807000;z4_GSD_25302       ;HRG14 J033217.84-274941.1;053.074333;-27.828070; 4.27; 0.90; 4.50;-19.29;-19.48;-19.09
053.09532194;-27.86682889;z4_GSD_34911       ;HRG14 J033222.88-275200.6;053.095322;-27.866829; 4.27; 2.94; 4.30;-19.78;-19.94;-19.50
053.03200111;-27.82534806;z4_GSD_24438       ;HRG14 J033207.68-274931.3;053.032001;-27.825348; 4.28; 0.77; 4.40;-19.78;-19.84;-19.37
053.14450806;-27.74725889;z4_GSD_1536        ;HRG14 J033234.68-274450.1;053.144508;-27.747259; 4.28; 0.62; 4.37;-18.90;-18.99;-18.33
053.18644694;-27.79279889;z4_GSD_13963       ;HRG14 J033244.75-274734.1;053.186447;-27.792799; 4.28; 4.16; 4.37;-20.77;-20.81;-20.64
053.11735194;-27.86814306;z4_GSD_35108       ;HRG14 J033228.16-275205.3;053.117352;-27.868143; 4.28; 3.48; 4.45;-19.59;-19.68;-19.20
053.05228806;-27.80823500;z4_GSD_18965       ;HRG14 J033212.55-274829.6;053.052288;-27.808235; 4.28; 4.09; 4.39;-20.47;-20.51;-20.32
053.10932889;-27.75811611;z4_GSD_3581        ;HRG14 J033226.24-274529.2;053.109329;-27.758116; 4.28; 0.60; 4.50;-19.16;-19.46;-18.85
053.14559611;-27.81687389;z4_GSD_21756       ;HRG14 J033234.94-274900.7;053.145596;-27.816874; 4.28; 3.96; 4.45;-19.06;-19.18;-18.87
053.14311194;-27.81550194;z4_GSD_21252       ;HRG14 J033234.35-274855.8;053.143112;-27.815502; 4.29; 4.15; 4.39;-22.08;-22.16;-22.00
053.09158694;-27.76202389;z4_GSD_4397        ;HRG14 J033221.98-274543.3;053.091587;-27.762024; 4.29; 4.05; 4.41;-20.08;-20.17;-19.89
053.19080694;-27.74540500;z4_GSD_1328        ;HRG14 J033245.79-274443.5;053.190807;-27.745405; 4.29; 3.57; 4.53;-19.59;-19.67;-19.10
053.08424000;-27.85878889;z4_GSD_33658       ;HRG14 J033220.22-275131.6;053.084240;-27.858789; 4.29; 2.43; 4.65;-18.42;-18.75;-17.88
053.10562500;-27.86283889;z4_GSD_34347       ;HRG14 J033225.35-275146.2;053.105625;-27.862839; 4.29; 3.96; 4.44;-19.97;-20.06;-19.74
053.17596111;-27.76071694;z4_GSD_4128        ;HRG14 J033242.23-274538.6;053.175961;-27.760717; 4.29; 3.40; 4.40;-19.89;-19.97;-19.69
053.12952389;-27.79747806;z4_GSD_15494       ;HRG14 J033231.09-274750.9;053.129524;-27.797478; 4.29; 3.81; 4.47;-19.11;-19.26;-18.86
053.12973389;-27.85980806;z4_GSD_33853       ;HRG14 J033231.14-275135.3;053.129734;-27.859808; 4.29; 3.63; 4.48;-18.44;-18.59;-18.03
053.11391806;-27.80612389;z4_GSD_18295       ;HRG14 J033227.34-274822.0;053.113918;-27.806124; 4.29; 4.14; 4.41;-20.37;-20.41;-20.24
053.19495806;-27.78704111;z4_GSD_12013       ;HRG14 J033246.79-274713.3;053.194958;-27.787041; 4.30; 4.02; 4.37;-20.13;-20.16;-19.88
053.12153611;-27.84298889;z4_GSD_30067       ;HRG14 J033229.17-275034.8;053.121536;-27.842989; 4.30; 0.67; 4.57;-19.05;-19.14;-18.63
053.11057694;-27.84357806;z4_GSD_30212       ;HRG14 J033226.54-275036.9;053.110577;-27.843578; 4.30; 0.70; 4.57;-17.80;-17.90;-17.13
053.12161306;-27.85579111;z4_GSD_33062       ;HRG14 J033229.19-275120.8;053.121613;-27.855791; 4.30; 0.91; 4.71;-17.58;-18.00;-16.82
053.18593611;-27.78559306;z4_GSD_11500       ;HRG14 J033244.62-274708.1;053.185936;-27.785593; 4.30; 0.54; 4.55;-19.00;-19.32;-18.65
053.20557000;-27.81140111;z4_GSD_20013       ;HRG14 J033249.34-274841.0;053.205570;-27.811401; 4.30; 0.63; 4.71;-18.67;-19.01;-18.30
053.19999306;-27.74056111;z4_GSD_764         ;HRG14 J033248.00-274426.0;053.199993;-27.740561; 4.30; 0.68; 4.55;-18.58;-18.78;-18.12
053.21543500;-27.77878194;z4_GSD_9138        ;HRG14 J033251.70-274643.6;053.215435;-27.778782; 4.30; 3.97; 4.36;-21.32;-21.40;-21.19
053.14642694;-27.81693111;z4_GSD_21772       ;HRG14 J033235.14-274901.0;053.146427;-27.816931; 4.30; 0.92; 4.53;-17.48;-17.84;-16.79
053.18258694;-27.84220889;z4_GSD_29784       ;HRG14 J033243.82-275032.0;053.182587;-27.842209; 4.30; 4.01; 4.40;-19.76;-19.83;-19.56
053.20768694;-27.80436111;z4_GSD_17776       ;HRG14 J033249.84-274815.7;053.207687;-27.804361; 4.30; 0.64; 4.64;-18.05;-18.18;-17.50
053.20473111;-27.80328611;z4_GSD_17410       ;HRG14 J033249.14-274811.8;053.204731;-27.803286; 4.30; 3.84; 4.40;-19.99;-20.12;-19.80
053.07996694;-27.78510111;z4_GSD_11322       ;HRG14 J033219.19-274706.4;053.079967;-27.785101; 4.30; 4.01; 4.51;-19.23;-19.37;-19.02
053.04003111;-27.81162500;z4_GSD_20079       ;HRG14 J033209.61-274841.8;053.040031;-27.811625; 4.30; 3.54; 4.55;-18.37;-18.46;-17.96
053.19528194;-27.74696694;z4_GSD_1478        ;HRG14 J033246.87-274449.1;053.195282;-27.746967; 4.30; 3.80; 4.46;-19.94;-20.08;-19.75
053.20891194;-27.78720889;z4_GSD_12117       ;HRG14 J033250.14-274714.0;053.208912;-27.787209; 4.31; 0.58; 4.43;-18.45;-18.63;-17.99
053.19888694;-27.73780111;z4_GSD_534         ;HRG14 J033247.73-274416.1;053.198887;-27.737801; 4.31; 4.03; 4.48;-19.76;-19.84;-19.59
053.14721694;-27.75419806;z4_GSD_2747        ;HRG14 J033235.33-274515.1;053.147217;-27.754198; 4.31; 3.65; 4.39;-18.82;-18.95;-18.61
053.17604389;-27.80839194;z4_GSD_19026       ;HRG14 J033242.25-274830.2;053.176044;-27.808392; 4.31; 3.38; 4.53;-18.80;-19.01;-18.43
053.05315806;-27.85619694;z4_GSD_33145       ;HRG14 J033212.76-275122.3;053.053158;-27.856197; 4.32; 0.75; 4.46;-19.62;-19.73;-19.34
053.11678694;-27.85601806;z4_GSD_33089       ;HRG14 J033228.03-275121.7;053.116787;-27.856018; 4.32; 3.64; 4.41;-20.14;-20.17;-19.69
053.06356000;-27.84866111;z4_GSD_31475       ;HRG14 J033215.25-275055.2;053.063560;-27.848661; 4.32; 4.17; 4.43;-20.32;-20.39;-20.22
053.16807611;-27.84848194;z4_GSD_31441       ;HRG14 J033240.34-275054.5;053.168076;-27.848482; 4.32; 3.05; 4.49;-19.18;-19.36;-18.73
053.07363111;-27.82195889;z4_GSD_23084       ;HRG14 J033217.67-274919.1;053.073631;-27.821959; 4.32; 0.65; 4.61;-19.91;-20.15;-19.59
053.07386000;-27.86167000;z4_GSD_34152       ;HRG14 J033217.73-275142.0;053.073860;-27.861670; 4.32; 4.02; 4.51;-19.09;-19.17;-18.83
053.08755500;-27.83309611;z4_GSD_26987       ;HRG14 J033221.01-274959.1;053.087555;-27.833096; 4.32; 4.10; 4.47;-20.11;-20.24;-19.93
053.21159000;-27.82567611;z4_GSD_24548       ;HRG14 J033250.78-274932.4;053.211590;-27.825676; 4.32; 0.87; 4.53;-18.52;-18.75;-18.10
053.06134000;-27.81325111;z4_GSD_20372       ;HRG14 J033214.72-274847.7;053.061340;-27.813251; 4.32; 3.64; 5.09;-19.46;-20.05;-19.32
053.07435194;-27.87364611;z4_GSD_35723       ;HRG14 J033217.84-275225.1;053.074352;-27.873646; 4.32; 3.79; 4.43;-20.39;-20.44;-20.06
053.09479889;-27.78578806;z4_GSD_11553       ;HRG14 J033222.75-274708.8;053.094799;-27.785788; 4.32; 4.16; 4.46;-20.16;-20.28;-20.06
053.12260806;-27.82090611;z4_GSD_22982       ;HRG14 J033229.43-274915.3;053.122608;-27.820906; 4.33; 0.73; 4.89;-18.83;-19.10;-18.15
053.13540611;-27.76805500;z4_GSD_5902        ;HRG14 J033232.50-274605.0;053.135406;-27.768055; 4.33; 1.23; 4.47;-18.45;-18.69;-18.03
053.22615111;-27.83031806;z4_GSD_26078       ;HRG14 J033254.28-274949.1;053.226151;-27.830318; 4.34; 0.88; 4.74;-17.79;-17.99;-17.18
053.14762889;-27.83287194;z4_GSD_26914       ;HRG14 J033235.43-274958.3;053.147629;-27.832872; 4.34; 0.71; 4.81;-18.35;-18.60;-17.99
053.11641694;-27.77182611;z4_GSD_6957        ;HRG14 J033227.94-274618.6;053.116417;-27.771826; 4.34; 4.21; 4.46;-20.96;-21.00;-20.84
053.19287500;-27.78690000;z4_GSD_11993       ;HRG14 J033246.29-274712.8;053.192875;-27.786900; 4.34; 3.92; 4.54;-18.80;-18.92;-18.45
053.19993194;-27.73878694;z4_GSD_625         ;HRG14 J033247.98-274419.6;053.199932;-27.738787; 4.34; 0.72; 4.86;-18.53;-18.83;-18.01
053.04493306;-27.79835500;z4_GSD_15810       ;HRG14 J033210.78-274754.1;053.044933;-27.798355; 4.34; 4.24; 4.44;-20.38;-20.42;-20.27
053.05917389;-27.83830611;z4_GSD_28638       ;HRG14 J033214.20-275017.9;053.059174;-27.838306; 4.34; 0.59; 4.44;-19.62;-19.67;-19.21
053.21473306;-27.80735611;z4_GSD_18687       ;HRG14 J033251.54-274826.5;053.214733;-27.807356; 4.34; 0.68; 4.49;-19.72;-19.85;-19.45
053.22024889;-27.80445111;z4_GSD_17778       ;HRG14 J033252.86-274816.0;053.220249;-27.804451; 4.34; 0.89; 4.62;-18.71;-18.83;-18.18
053.08637194;-27.86837194;z4_GSD_35143       ;HRG14 J033220.73-275206.1;053.086372;-27.868372; 4.34; 0.69; 4.57;-18.79;-18.86;-18.43
053.16527194;-27.75960889;z4_GSD_3933        ;HRG14 J033239.67-274534.6;053.165272;-27.759609; 4.34; 0.61; 4.47;-18.20;-18.36;-17.72
